JL5-1	JL5-2	JL5-3	JL12-1	JL12-2	JL12-3	MADV1	MADV2	MADV3	MADC1	MADC2	MADC3	808-1	808-2	808-3	MD1-1	MD1-2	MD1-3	MD5-1	MD5-2	MD5-3
ENST00000631663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000631559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000632638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000633466	0	0	1	0	0	0	0	0	0	0	1	0.5	0	0	0	0	0	0	0	0	0
ENST00000633842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000633092	0.5	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0
ENST00000610439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000633283	1	0	2	0	0	2	2	4	2	2	4	1	5	8	8.001	8	23	20	1	7	0
ENST00000619125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000634198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000631690	2	1.5	2	0.5	1	0.5	0	1.5	0	0.5	0	1.5	2	1	0	1	0	0	0	0	1
ENST00000379435	8	29	5	15	4	10	2	5	5	0	2	4	4	3	2	1	2	10	3	2	0
ENST00000390344	11	9	5	12	5	11	0	0	0	0	0	1	5	1	0	0	0	0	0	0	1
ENST00000426402	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENST00000390341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000390343	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	3	3	0	0	0
ENST00000390346	10	6	3.999	7	3	6	0	1	1	1	1	0	1	6	8	2	5	3	0	3	1
ENST00000444775	7	3	2	4	1	2	0	1	6	0	4	0	0	3	1	5	3	3	1	0	0
ENST00000390345	6	2	0	5	1	4	0	0	0	0	0	0	0	1	1	0	0	2	3	0	0
ENST00000390348	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000390340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000542354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000390423	0	0	2	0	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0
ENST00000390424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000390425	1	0	0	0	0	0	0	0	0	2	1	2	1	1	1	0	0	1	0	0	0
ENST00000390426	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000390427	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENST00000390428	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
ENST00000390429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000390430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000390431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000390432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000390433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000390434	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000390435	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	1	2	0	0	0
ENST00000390436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000390437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000390438	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENST00000390439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000390440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000390441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000390442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000390443	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000390444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000390445	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000390446	0	2	5	5	8.272	2.798	6.636	5	9	0	8	2	2	0	0	0	0	2	0	3	0
ENST00000390447	2	3	2	5	1.728	1.202	3.364	0	2	1	3	0	0	0	1	0	0	4	2	1	2
ENST00000390448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000390449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000390450	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	4	0	0	0	0
ENST00000390451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000390452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000621643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000390453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000390454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000390455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000390456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000390457	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000390458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000557168	0	1	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ENST00000390466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000390461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000390467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000390464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000390468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000390465	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000390460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000535880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000390469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000390463	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENST00000455382	0	0	0	0	0	0	0	0	1	0	0.5	0	0	0	0	0	0	0	0	0	0
ENST00000390357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000634605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000390360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000390361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000390362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000390363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000426318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000390369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000454561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000390371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000390372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000390373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000390374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000390376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000612787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000611462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000617347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000621184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000619103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000611520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000390393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000390394	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	3	0	0	0
ENST00000390397	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000390398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000417977	2	1.5	0	0.5	1	0.5	0	1.5	0	0.5	0	1.5	2	0	0	1	0	0	0	0	1
ENST00000610808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000522175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000519951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000424348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000502411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000496692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000466542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000465075	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000473530	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ENST00000473712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000482226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000467903	8	5.048	10	6	6.166	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENST00000507374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000508651	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000611236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000543859	14.314	19.333	9.381	20.304	9.084	25.325	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENST00000523857	17.334	1.948	4	14.283	5.668	4.35	0	12.09	3.076	2	26.766	0	4	19.185	0	0	7.261	3.533	0	0	0
ENST00000521053	19.666	0	0	16.717	0	19.65	0	13.91	4.245	0	33.234	15.098	0	4.815	0	6.213	2.739	3.467	5	6	0
ENST00000430863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000521161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000621837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000570683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000573400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000591655	0	20	0	16	8	0	9	0	43	2	37	0	7	6	0	1	0	1	0	7	0
ENST00000611850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000588823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000579578	26	0	10	0	0	16	0	41	0	0	0	33	0	0	0	0	3	0	2	0	6
ENST00000586762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000631283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000419783	19660.516	18274.313	15172.059	16684.866	16339.529	14780.304	21419.707	23535.12	20938.972	19980.386	13359.837	16664.693	18401.876	12875.974	14510.101	12965.826	15297.636	17052.897	12728.191	12474.545	16332.226
ENST00000419349	53.453	87.069	103.152	43.209	97.167	46.794	99.569	107.726	73.679	75.421	59.729	78.573	63.467	45.957	50.617	54.402	43.831	47.426	42.585	57.744	58.612
ENST00000643797	226.075	201.367	172.429	176.523	256.014	213.947	211.241	249.793	242.768	256.46	179.652	179.242	407.973	274.394	322.818	147.285	143.484	195.928	181.632	146.801	203.611
ENST00000646881	8.653	9.663	16.023	0	7.966	22.012	16.252	3.556	20.611	14.947	14.088	9.73	24.985	10.022	0	0	13.065	6.188	14.322	12.283	3.217
ENST00000496791	1.063	2.265	8.409	5.045	8.023	0	11.979	7.926	11.673	2.237	3.357	7.509	4.605	2.313	8.157	0	9.415	4.492	1.083	6.607	4.55
ENST00000651740	0	0	0	6.505	0	0	0	0	0	0	0	0	0	0	0	3.412	0	0	0	0	0
ENST00000651279	0	0	0	0	0	1.123	0	0	0	0	0	0	0	0	0	1.085	0	0	0	0	0
ENST00000620890	125.621	67.127	13.444	85.012	46.658	59.724	54.483	48.033	85.094	60.038	63.698	40.754	51.626	21.069	29.646	23.091	46.733	47.164	42.276	57.108	25.93
ENST00000553483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0
ENST00000626647	0	2	2	0	1	0	0	3	0	0	0	0	3	0	0	0	2	5	0	1	1
ENST00000534447	20.334	20.123	8.57	13.713	23.631	25.469	18.776	103.551	93.142	18.21	74.969	22.304	22.515	40.282	8.369	11.935	3.207	4.349	10.47	5.082	9.776
ENST00000534142	93.357	63.82	0	39.639	41.758	82.203	47.259	151.574	122.643	42.966	215.006	57.009	62.471	44.311	0	0	37.124	0	0	0	0
ENST00000533478	48.049	95.818	52.426	40.2	40.415	77.132	71.944	256.233	214.914	65.181	326.706	72.997	28.13	45.033	14.889	70.457	22.408	43.728	35.252	55.371	24.088
ENST00000525539	0	0	0	0	0	2.367	0	0	0	0	0	0	2.356	0	0	0	0	0	0	0	0
ENST00000530363	89.825	71.952	57.25	56.676	36.757	49.16	44.971	66.114	76.354	22.575	68.119	46.449	39.402	20.324	9.643	25.9	19.176	20.876	20.505	18.039	10.928
ENST00000299598	13.802	22.868	0	9.655	10.989	36.839	8.015	31.89	55.93	9.709	73.52	44.534	5.071	11.462	0	16.155	8.288	3.012	9.338	5.443	1.398
ENST00000529079	0	0	0	0	1	3.984	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0
ENST00000531391	367.367	236	57.853	354.385	354.876	480.757	199.423	548.464	338.131	117.216	281.964	201.241	49.525	166.226	24.059	68.251	138.702	76.585	93.313	25.868	31.965
ENST00000526632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000527937	224.428	161.239	97.564	226.062	293.159	292.543	150.866	448.109	209.794	102.484	254.826	168.282	52.529	264.772	69.04	66.301	71.493	92.45	116.907	60.295	95.845
ENST00000529791	26.852	1.18	2.336	17.675	8.416	11.847	2.745	21.065	15.816	1.659	11.89	6.185	0	2.591	2	0	2.602	0	3.215	1.903	0
ENST00000337114	0	0	0	0	0	0	0	0	1.277	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000402588	22.115	21.705	12.129	0	23.336	30.854	67.805	0	0	0	0	0	0	22.44	0	0	0	38.715	1.159	0	1.888
ENST00000634759	51.831	106.445	97.124	71.208	116.43	242.451	0	62.738	30.053	32.365	45.771	0	0	0	0	29.146	27.648	0	0	0	0
ENST00000621118	0	0	0	0	0	0	0	0	0	0	0	14.686	0	0	0	0	0	0	0	0	0
ENST00000446393	0	0	0	0	0	0	0	3	0	0	0	0	0	5	0	0	2	0	0	0	0
ENST00000641506	0	1	0	0	0	4	2	0	4	1	5	0	4	0	1	2	0	0	1	1	0
ENST00000641557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000641057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000429239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000394191	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	1	3	6	0	0	0
ENST00000641710	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000641031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000637675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000652053	28	29	21	27	35	37	17	26	24	21	66	27	25	12	7	26	9	38	15	14	19
ENST00000615270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000377712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000611873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000627926	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000630506	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENST00000630053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000626712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000619759	0	0	0	0	0	0	0	0	0	0	1	0.5	0	0	0	0	0	0	0	0.5	0
ENST00000439431	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENST00000472952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000651230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000642324	0	0	0	0	0	0	0	0	4	0	4	3	0	0	0	5	11	0	0	2	6
ENST00000438700	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	4	2	0	0
ENST00000622555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000435101	0	0	0	0	0	0	0	2.011	0	0	7.2	0	0	0	0	0	0	0	0	0	2.134
ENST00000358097	0	0	0	2.196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000433992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000651010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000610593	0	0	0	2.101	0	6.501	19.669	0	8.577	14.042	8.305	10.271	0	0	1.063	0	9.767	0	2.441	9.315	13.459
ENST00000424775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.62	0	0
ENST00000435688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000614967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000612115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
